plate_map_name	well_position	control_type	broad_sample	mg_per_ml	mmoles_per_liter	solvent	BRD ID	BRD with batch	Common Name	MoA
S-C-7314-04-CMP-001	O07		BRD-K25611237-001-09-9	1.747131	5	DMSO	K25611237	BRD-K25611237-001-02-1	ML324	histone lysine demethylase inhibitor
S-C-7314-04-CMP-001	O08		BRD-K17953061-001-05-1	0.012596337	0.027	DMSO	K17953061	BRD-K17953061-001-14-3	Staurosporine	Apoptosis inducer (ATP-competitive kinase inhibitor)
S-C-7314-04-CMP-001	O09		BRD-K30707190-001-06-9	1.6017095	5	DMSO	K30707190	BRD-K30707190-001-04-1	PNU-74654	beta-catenin inhibitor
S-C-7314-04-CMP-001	O10		BRD-K70446295-001-04-9	1.917221	5	DMSO	K70446295	BRD-K70446295-001-01-7	EPZ015666	protein arginine N-methyltransferase inhibitor
S-C-7314-04-CMP-001	O11		BRD-K06883221-001-02-9	2.07248	5	DMSO	K06883221	BRD-K06883221-001-01-9	apratastat	tumor necrosis factor production inhibitor
S-C-7314-04-CMP-001	O12	negcon				DMSO				
S-C-7314-04-CMP-001	O13		BRD-A22769835-300-05-7	1.93887	5	DMSO	A22769835	BRD-A22769835-300-05-7	homochlorcyclizine	antihistamine
S-C-7314-04-CMP-001	O14		BRD-K12737986-001-01-4	1.2214615	5	DMSO	K12737986	BRD-K12737986-001-01-4	veliparib	PARP inhibitor
S-C-7314-04-CMP-001	O15		BRD-K33818169-003-04-6	3.092565	5	DMSO	K33818169	BRD-K33818169-003-04-6	GW-3965	LXR agonist
S-C-7314-04-CMP-001	O16		BRD-K68756823-001-12-9	1.6367135	5	DMSO	K68756823	BRD-K68756823-001-07-1	FR-180204	MAP kinase inhibitor
S-C-7314-04-CMP-001	O17		BRD-K56932272-001-02-9	2.4378425	5	DMSO	K56932272	BRD-K56932272-001-02-9	BMS-566419	inosine monophosphate dehydrogenase inhibitor
S-C-7314-04-CMP-001	O18	negcon				DMSO				
S-C-7314-04-CMP-001	O19		BRD-A87435144-001-01-6	2.39435	5	DMSO	A87435144	BRD-A87435144-001-01-6	AZD7545	pyruvate dehydrogenase kinase inhibitor
S-C-7314-04-CMP-001	O20		BRD-K16803204-001-02-9	2.12752	5	DMSO	K16803204	BRD-K16803204-001-01-6	filgotinib	JAK inhibitor
S-C-7314-04-CMP-001	O21		BRD-K13094524-001-10-9	1.736945	5	DMSO	K13094524	BRD-K13094524-001-04-2	PFI-1	bromodomain inhibitor
S-C-7314-04-CMP-001	O22		BRD-K86118762-001-05-9	2.1074685	5	DMSO	K86118762	BRD-K86118762-001-08-9	linsitinib	IGF-1 inhibitor
S-C-7314-04-CMP-001	O23		BRD-K73982490-001-04-9	1.896855	5	DMSO	K73982490	BRD-K73982490-001-02-9	BI-78D3	JNK inhibitor
S-C-7314-04-CMP-001	O24		BRD-K99113996-001-02-0	2.3127205	5	DMSO	K99113996	BRD-K99113996-001-02-0	AZD2014	mTOR inhibitor
S-C-7314-04-CMP-001	P01		BRD-K32730239-001-03-9	1.306525	5	DMSO	K32730239	BRD-K32730239-001-01-0	SU3327	JNK inhibitor
S-C-7314-04-CMP-001	P02		BRD-K54955827-001-03-9	1.6019415	5	DMSO	K54955827	BRD-K54955827-001-02-2	niraparib	PARP inhibitor
S-C-7314-04-CMP-001	P03		BRD-K19477839-001-10-9	1.79704	5	DMSO	K19477839	BRD-K19477839-001-07-6	SGX523	hepatocyte growth factor receptor inhibitor
S-C-7314-04-CMP-001	P04		BRD-K99433989-001-02-9	2.450295	5	DMSO	K99433989	BRD-K99433989-001-02-9	SAG	smoothened receptor agonist
S-C-7314-04-CMP-001	P05		BRD-K66401437-001-03-3	2.830265	5	DMSO	K66401437	BRD-K66401437-001-03-3	THZ1	CDK inhibitor
S-C-7314-04-CMP-001	P06	negcon				DMSO				
S-C-7314-04-CMP-001	P07		BRD-K82941592-238-06-9	2.61816	5	DMSO	K82941592	BRD-K82941592-238-03-7	rosuvastatin	HMGCR inhibitor
S-C-7314-04-CMP-001	P08		BRD-K72898849-001-03-9	2.54692	5	DMSO	K72898849	BRD-K72898849-001-01-8	BLU9931	FGFR inhibitor
S-C-7314-04-CMP-001	P09		BRD-K69023402-001-03-3	0.216700949	0.333	DMSO	K69023402	BRD-K69023402-001-07-4	Thapsigargin	ER stressor (SERCA inhibitor)
S-C-7314-04-CMP-001	P10		BRD-K28936863-051-14-0	2.1274871	5	DMSO	K28936863	BRD-K28936863-051-32-2	ketotifen	phosphodiesterase inhibitor
S-C-7314-04-CMP-001	P11		BRD-K70642949-001-06-9	2.3129525	5	DMSO	K70642949	BRD-K70642949-001-04-5	GSK2334470	phosphoinositide dependent kinase inhibitor
S-C-7314-04-CMP-001	P12		BRD-K85776940-001-01-9	1.9830265	5	DMSO	K85776940	BRD-K85776940-001-01-9	delta-Tocotrienol	HMGCR inhibitor
S-C-7314-04-CMP-001	P13		BRD-K75009076-001-04-9	1.88127	5	DMSO	K75009076	BRD-K75009076-001-02-1	SCH-900776	CHK inhibitor
S-C-7314-04-CMP-001	P14		BRD-K53665955-001-05-9	2.309685	5	DMSO	K53665955	BRD-K53665955-001-03-0	MK-5108	Aurora kinase inhibitor
S-C-7314-04-CMP-001	P15		BRD-K62391742-001-19-9	4.342195	5	DMSO	K62391742	BRD-K62391742-001-03-0	venetoclax	BCL inhibitor
S-C-7314-04-CMP-001	P16		BRD-K13606314-001-02-9	1.741125	5	DMSO	K13606314	BRD-K13606314-001-01-3	P5091	ubiquitin specific protease inhibitor
S-C-7314-04-CMP-001	P17		BRD-K17953061-001-05-1	0.012596337	0.027	DMSO	K17953061	BRD-K17953061-001-14-3	Staurosporine	Apoptosis inducer (ATP-competitive kinase inhibitor)
S-C-7314-04-CMP-001	P18		BRD-K21728777-001-03-9	2.51789	5	DMSO	K21728777	BRD-K21728777-001-02-3	AMG900	Aurora kinase inhibitor
S-C-7314-04-CMP-001	P19		BRD-K85606544-001-07-5	2.785215	5	DMSO	K85606544	BRD-K85606544-001-09-1	neratinib	EGFR inhibitor
S-C-7314-04-CMP-001	P20		BRD-K63631219-001-01-6	1.17835	5	DMSO	K63631219	BRD-K63631219-001-01-6	quazinone	phosphodiesterase inhibitor
S-C-7314-04-CMP-001	P21		BRD-K13094524-001-10-9	1.736945	5	DMSO	K13094524	BRD-K13094524-001-04-2	PFI-1	bromodomain inhibitor
S-C-7314-04-CMP-001	P22		BRD-K82941592-238-06-9	2.61816	5	DMSO	K82941592	BRD-K82941592-238-03-7	rosuvastatin	HMGCR inhibitor
S-C-7314-04-CMP-001	P23	negcon				DMSO				
S-C-7314-04-CMP-001	P24		BRD-K36234266-001-10-6	1.07025	5	DMSO	K36234266	BRD-K36234266-001-09-8	carmustine	DNA inhibitor
